wiek	naukaLata	edukacja	plec	wiaraZyciePo	szczescie	jakieZycie	fortunaEndPraca	gazetyCzesto	ogladaTVGodz	korzystaWWW	zodiak	dochod	ileGodzPracuje
48	17	Licencjat	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Kilka razy w tygodniu	1	Tak	Lew	$50000 TO 59999	13
69	2	Szkola zawodowa	Kobieta	Nie	Dosc szczesliwy	Rutynowe	NA	Codziennie	2	Tak	Ryby	$50000 TO 59999	1
51	13	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	1	Tak	Koziorozec	$40000 TO 49999	12
32	17	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Skorpion	$75000 TO $89999	4
52	15	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	1	Tak	Waga	$30000 TO 34999	9
64	17	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Wodnik	$110000 OR OVER	7
29	18	Magisterium	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	2	Tak	Skorpion	$90000 - $109999	13
26	17	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	2	Tak	Skorpion	$30000 TO 34999	9
47	13	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Nie	Skorpion	$15000 TO 17499	0
22	15	Policealna	Kobieta	Nie	Dosc szczesliwy	Ekscytujace	NA	Kilka razy w tygodniu	4	Tak	Wodnik	$1 000 TO 2 999	7
50	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Tak	Raz w tygodniu	2	Nie	Waga	$12500 TO 14999	8
44	2	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	4	Tak	Koziorozec	$40000 TO 49999	7
37	14	Policealna	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	NA	Mniej niz raz w tygodniu	0	Tak	Waga	$30000 TO 34999	13
20	13	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	0	Tak	Rak	$17500 TO 19999	9
22	13	Szkola srednia	Kobieta	Nie	Nieszczesliwy	Rutynowe	NA	NA	NA	Tak	Waga	$1 000 TO 2 999	2
21	14	Szkola srednia	Kobieta	Nie	Nieszczesliwy	Rutynowe	NA	Mniej niz raz w tygodniu	0	Tak	Byk	$110000 OR OVER	12
36	17	Licencjat	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	Codziennie	2	Tak	Skorpion	$60000 TO 74999	10
22	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	2	Tak	Rak	$10000 TO 12499	12
26	15	Policealna	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Skorpion	$25000 TO 29999	7
27	19	Magisterium	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	Codziennie	2	Tak	Rak	$17500 TO 19999	13
33	12	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	NA	NA	Mniej niz raz w tygodniu	3	Tak	Byk	$22500 TO 24999	7
44	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Tak	Raz w tygodniu	6	Nie	Lew	$12500 TO 14999	5
62	12	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	NA	NA	Raz w tygodniu	4	Nie	Waga	$10000 TO 12499	6
50	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	Nie	Kilka razy w tygodniu	2	Tak	Wodnik	$40000 TO 49999	12
32	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Mniej niz raz w tygodniu	3	Tak	Skorpion	$60000 TO 74999	7
44	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Nie	Wodnik	$35000 TO 39999	4
66	10	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	8	Nie	Wodnik	$12500 TO 14999	2
54	20	Magisterium	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	Nigdy	1	Tak	NA	$75000 TO $89999	8
44	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Nigdy	8	Nie	Byk	$75000 TO $89999	7
61	15	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Bliznieta	$60000 TO 74999	2
23	16	Licencjat	Kobieta	Nie	Bardzo szczesliwy	Rutynowe	Tak	NA	NA	Nie	Rak	$5 000 TO 5 999	9
37	16	Licencjat	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Tak	Codziennie	2	Tak	Baran	$110000 OR OVER	9
61	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	2	Tak	Rak	$75000 TO $89999	12
51	16	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Tak	Codziennie	1	Tak	Panna	$75000 TO $89999	10
45	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Nigdy	1	Tak	Skorpion	$15000 TO 17499	10
46	20	Magisterium	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Tak	Waga	$75000 TO $89999	5
73	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	Codziennie	3	Tak	Wodnik	$30000 TO 34999	1
50	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	NA	Nie	NA	NA	Tak	Rak	$90000 - $109999	5
52	14	Policealna	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Tak	Codziennie	4	Tak	Strzelec	$40000 TO 49999	7
43	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Ryby	$30000 TO 34999	9
65	18	Magisterium	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	Codziennie	0	Tak	Lew	$40000 TO 49999	12
33	16	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Lew	$50000 TO 59999	7
57	17	Licencjat	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Wodnik	$40000 TO 49999	12
33	14	Policealna	Kobieta	Nie	Bardzo szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Byk	$40000 TO 49999	10
32	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	3	Tak	Lew	$50000 TO 59999	8
71	13	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	3	Nie	Byk	$8 000 TO 9 999	3
81	18	Magisterium	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Nie	Strzelec	$25000 TO 29999	0
44	18	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	NA	Codziennie	1	Tak	Baran	$110000 OR OVER	9
56	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	Nigdy	2	Nie	Bliznieta	$110000 OR OVER	12
76	16	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	NA	NA	NA	Tak	Lew	NA	2
42	19	Magisterium	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Nie	Kilka razy w tygodniu	1	Tak	NA	$110000 OR OVER	12
49	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Tak	Codziennie	3	Tak	Koziorozec	$50000 TO 59999	8
39	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	1	Nie	Lew	$110000 OR OVER	9
22	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Tak	Nigdy	1	Tak	Lew	$50000 TO 59999	11
64	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Tak	Waga	$60000 TO 74999	5
60	16	Licencjat	Kobieta	Nie	Dosc szczesliwy	NA	NA	Raz w tygodniu	3	Tak	Strzelec	$50000 TO 59999	7
69	15	Policealna	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Tak	NA	NA	Tak	Rak	$90000 - $109999	2
52	15	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	2	Nie	Bliznieta	NA	11
53	11	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	NA	NA	Codziennie	3	Tak	Baran	$35000 TO 39999	8
52	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Skorpion	$75000 TO $89999	5
53	8	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	Raz w tygodniu	1	Nie	Baran	UNDER $1 000	9
25	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	2	Nie	Wodnik	$30000 TO 34999	8
32	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Skorpion	$22500 TO 24999	3
27	14	Policealna	Kobieta	Tak	Nieszczesliwy	Rutynowe	Nie	Kilka razy w tygodniu	2	Nie	Panna	$30000 TO 34999	9
36	12	Szkola srednia	Kobieta	Nie	Bardzo szczesliwy	Rutynowe	Nie	NA	NA	Nie	Wodnik	$10000 TO 12499	11
80	17	Magisterium	Kobieta	Nie	Dosc szczesliwy	Ekscytujace	NA	Kilka razy w tygodniu	3	Tak	Panna	$10000 TO 12499	0
74	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	NA	NA	Codziennie	4	Nie	Bliznieta	$75000 TO $89999	3
56	18	Magisterium	Kobieta	Tak	Nieszczesliwy	Ekscytujace	Nie	Codziennie	0	Tak	Bliznieta	$75000 TO $89999	13
25	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	1	Tak	Bliznieta	$8 000 TO 9 999	13
56	19	Magisterium	Kobieta	Nie	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Waga	$90000 - $109999	5
32	20	Magisterium	Kobieta	Nie	Dosc szczesliwy	Ekscytujace	Nie	Codziennie	2	Tak	Ryby	$35000 TO 39999	12
62	18	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	3	Tak	Lew	$50000 TO 59999	7
47	16	Magisterium	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	NA	NA	NA	Tak	Byk	$110000 OR OVER	1
55	16	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	2	Tak	Ryby	$75000 TO $89999	8
49	18	Magisterium	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	Nigdy	1	Nie	Wodnik	$75000 TO $89999	8
48	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	3	Tak	Wodnik	$110000 OR OVER	8
33	18	Magisterium	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	3	Tak	Bliznieta	$35000 TO 39999	7
54	10	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	NA	Nigdy	8	Nie	Skorpion	$20000 TO 22499	4
35	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	1	Nie	Ryby	$25000 TO 29999	9
18	12	Szkola zawodowa	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	NA	NA	NA	Tak	Ryby	$4 000 TO 4 999	9
22	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	1	Nie	Ryby	NA	13
52	13	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Skorpion	$17500 TO 19999	8
51	19	Magisterium	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Nigdy	1	Nie	Ryby	$60000 TO 74999	13
50	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Ekscytujace	Tak	Kilka razy w tygodniu	3	Nie	Byk	NA	7
29	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	1	Nie	Baran	$40000 TO 49999	9
71	19	Magisterium	Mezczyzna	Tak	Nieszczesliwy	Ekscytujace	NA	NA	NA	Tak	Bliznieta	$90000 - $109999	2
39	10	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Nie	Codziennie	2	Tak	Panna	$25000 TO 29999	10
38	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Koziorozec	$50000 TO 59999	2
33	17	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Skorpion	$75000 TO $89999	10
55	17	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	1	Tak	Lew	$110000 OR OVER	12
53	18	Magisterium	Kobieta	Nie	Dosc szczesliwy	NA	NA	Codziennie	3	Tak	Wodnik	$60000 TO 74999	6
29	16	Licencjat	Kobieta	Nie	Bardzo szczesliwy	NA	Nie	Codziennie	1	Tak	Ryby	NA	13
28	12	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	1	Tak	Lew	$40000 TO 49999	11
64	14	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	1	Tak	Ryby	$25000 TO 29999	9
56	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Raz w tygodniu	3	Nie	Wodnik	UNDER $1 000	6
19	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	1	Nie	Ryby	NA	13
71	9	Szkola zawodowa	Kobieta	Nie	Dosc szczesliwy	Rutynowe	NA	Codziennie	8	Nie	Waga	$8 000 TO 9 999	3
84	8	Szkola zawodowa	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Nigdy	5	Nie	Bliznieta	$7 000 TO 7 999	0
59	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Tak	NA	NA	Nie	Ryby	$17500 TO 19999	2
39	15	Policealna	Kobieta	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Nie	Baran	$17500 TO 19999	10
50	13	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Skorpion	$50000 TO 59999	2
30	14	Szkola srednia	Mezczyzna	Nie	Nieszczesliwy	Rutynowe	Nie	Mniej niz raz w tygodniu	2	Tak	Strzelec	$30000 TO 34999	8
32	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Ryby	$25000 TO 29999	10
47	14	Policealna	Mezczyzna	Tak	Nieszczesliwy	NA	Nie	NA	NA	Tak	Rak	$50000 TO 59999	1
59	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Nie	NA	$50000 TO 59999	10
56	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Skorpion	$30000 TO 34999	5
58	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	Kilka razy w tygodniu	4	Nie	Waga	$40000 TO 49999	7
30	14	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Ekscytujace	Tak	Raz w tygodniu	3	Tak	Waga	$40000 TO 49999	7
41	18	Magisterium	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Tak	Baran	$50000 TO 59999	8
60	15	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	NA	NA	NA	Tak	Waga	$30000 TO 34999	2
47	18	Magisterium	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Waga	$60000 TO 74999	6
42	14	Policealna	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	0	Tak	Baran	$50000 TO 59999	9
36	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	Codziennie	1	Tak	Panna	$110000 OR OVER	8
87	15	Policealna	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	2	Nie	Koziorozec	$1 000 TO 2 999	0
52	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Nie	Kilka razy w tygodniu	3	Tak	Strzelec	$50000 TO 59999	8
77	16	Licencjat	Kobieta	Tak	Bardzo szczesliwy	NA	NA	Nigdy	1	Nie	Bliznieta	NA	1
83	12	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	NA	NA	Codziennie	8	Nie	Ryby	$40000 TO 49999	0
55	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Codziennie	4	Tak	Rak	$40000 TO 49999	6
49	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	9	Nie	Panna	$40000 TO 49999	2
56	20	Magisterium	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	Codziennie	1	Tak	Wodnik	$90000 - $109999	13
76	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Nie	Waga	$15000 TO 17499	2
46	13	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	1	Tak	Strzelec	$50000 TO 59999	10
64	11	Szkola zawodowa	Kobieta	Nie	Dosc szczesliwy	NA	NA	Codziennie	2	Tak	Lew	$17500 TO 19999	8
23	12	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Wodnik	NA	9
81	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	NA	NA	Nigdy	2	Nie	Rak	$25000 TO 29999	0
76	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Nudne	NA	Kilka razy w tygodniu	4	Tak	Rak	$50000 TO 59999	3
35	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Nie	Koziorozec	$60000 TO 74999	11
64	6	Szkola zawodowa	Kobieta	Nie	Dosc szczesliwy	Rutynowe	NA	NA	NA	Nie	Rak	$7 000 TO 7 999	11
69	11	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	Mniej niz raz w tygodniu	22	Nie	Baran	$3 000 TO 3 999	1
31	12	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	NA	NA	Mniej niz raz w tygodniu	3	Nie	Skorpion	$4 000 TO 4 999	7
53	10	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Tak	Skorpion	$1 000 TO 2 999	1
57	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Tak	Ryby	$25000 TO 29999	10
58	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	2	Tak	Rak	$40000 TO 49999	12
36	15	Policealna	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	Tak	NA	NA	Tak	Skorpion	$40000 TO 49999	11
54	6	Szkola zawodowa	Kobieta	Tak	Nieszczesliwy	Ekscytujace	Nie	Mniej niz raz w tygodniu	3	Tak	Byk	$75000 TO $89999	7
56	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	1	Tak	Bliznieta	$75000 TO $89999	10
51	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Bliznieta	$110000 OR OVER	3
40	10	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	Nie	NA	NA	Nie	Ryby	$25000 TO 29999	9
74	3	Szkola zawodowa	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	NA	Codziennie	3	Nie	Skorpion	$5 000 TO 5 999	3
72	18	Magisterium	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Skorpion	$35000 TO 39999	2
33	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Panna	$22500 TO 24999	1
39	11	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	Codziennie	2	Nie	Rak	$25000 TO 29999	12
54	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	2	Nie	Wodnik	$30000 TO 34999	12
39	16	Licencjat	Mezczyzna	Nie	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Panna	$20000 TO 22499	7
60	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	Codziennie	3	Tak	Byk	$40000 TO 49999	6
20	8	Szkola zawodowa	Kobieta	Nie	Nieszczesliwy	NA	NA	Codziennie	3	Nie	Lew	$17500 TO 19999	6
27	12	Szkola srednia	Kobieta	Tak	Nieszczesliwy	Rutynowe	Tak	NA	NA	Tak	Koziorozec	$22500 TO 24999	11
36	13	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	1	Tak	Strzelec	$90000 - $109999	11
83	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Nie	Koziorozec	$75000 TO $89999	0
42	17	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	3	Tak	Strzelec	$25000 TO 29999	7
38	12	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	Tak	NA	NA	Nie	Lew	$12500 TO 14999	6
60	13	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	NA	Kilka razy w tygodniu	4	Tak	Koziorozec	$60000 TO 74999	7
55	12	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	NA	NA	Nigdy	5	Tak	Panna	$50000 TO 59999	8
23	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Ryby	$50000 TO 59999	10
25	13	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	NA	NA	Raz w tygodniu	1	Tak	Koziorozec	$35000 TO 39999	9
46	18	Magisterium	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	1	Tak	Ryby	$75000 TO $89999	10
84	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Nie	Baran	NA	0
45	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Strzelec	$40000 TO 49999	7
61	8	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	Codziennie	3	Nie	Rak	$8 000 TO 9 999	7
47	10	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	NA	NA	NA	Tak	Rak	$15000 TO 17499	1
22	13	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	NA	Mniej niz raz w tygodniu	5	Tak	Skorpion	$25000 TO 29999	6
64	10	Szkola zawodowa	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	Tak	NA	NA	Nie	Byk	$25000 TO 29999	1
33	17	Licencjat	Kobieta	Tak	Bardzo szczesliwy	NA	NA	Mniej niz raz w tygodniu	1	Tak	Lew	$90000 - $109999	8
22	14	Szkola srednia	Kobieta	Tak	Nieszczesliwy	Rutynowe	NA	NA	NA	Tak	Panna	$1 000 TO 2 999	6
74	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	Codziennie	5	Tak	Strzelec	$17500 TO 19999	2
40	20	Magisterium	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	1	Tak	Bliznieta	$75000 TO $89999	13
46	16	Magisterium	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	NA	NA	7
24	16	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	1	Tak	Waga	$20000 TO 22499	9
70	11	Szkola zawodowa	Mezczyzna	Nie	Bardzo szczesliwy	NA	NA	Codziennie	5	Tak	Skorpion	$30000 TO 34999	2
29	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Tak	Waga	$60000 TO 74999	10
23	14	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Rak	$30000 TO 34999	7
50	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Waga	$40000 TO 49999	6
23	15	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	Codziennie	2	Tak	Waga	$5 000 TO 5 999	10
60	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	Codziennie	5	Nie	Rak	$17500 TO 19999	7
65	4	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	NA	NA	Nigdy	0	Nie	Lew	$6 000 TO 6 999	13
30	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Strzelec	$25000 TO 29999	10
55	10	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	Mniej niz raz w tygodniu	1	Nie	Lew	$50000 TO 59999	8
63	8	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Tak	NA	NA	Nie	Koziorozec	$12500 TO 14999	5
41	13	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Tak	Kilka razy w tygodniu	3	Nie	Bliznieta	$15000 TO 17499	8
47	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Tak	NA	NA	Nie	Byk	$15000 TO 17499	11
33	8	Szkola zawodowa	Mezczyzna	Nie	Dosc szczesliwy	Rutynowe	Nie	Nigdy	8	Nie	Bliznieta	$10000 TO 12499	6
39	11	Szkola zawodowa	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	NA	Codziennie	1	Nie	Ryby	$30000 TO 34999	9
89	4	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	3	Nie	Lew	$15000 TO 17499	0
43	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Skorpion	$35000 TO 39999	1
28	11	Szkola zawodowa	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Waga	$22500 TO 24999	9
75	0	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	Nigdy	6	Nie	Ryby	$12500 TO 14999	2
33	11	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	5	Nie	Koziorozec	$3 000 TO 3 999	7
57	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Lew	$40000 TO 49999	2
28	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	4	Nie	Koziorozec	$20000 TO 22499	7
